tconst,originalTitle,startYear,genre,averageRating,numVotes,primaryName,parental_advisor,duree,resume,genres,themaScore
tt6760028,Entre Nous,2018,,6.8,271,Seth Hendricks,,,,['Crime'],0.0
tt6122792,No One Gets Out Alive!,2017,,6.8,34,Walter Schmidt,,133.0,Take a journey into the Matrix of Clandestine Geo-Engineering and Bio-Engineering Operations.,['Documentary'],0.0
tt6123920,Eyeless in Gaza,2016,,8.7,7,Martin Himel,Not Rated,51.0,"In reporting the Gaza War of 2014, these quotes appeared in the international media: ""They're calling it a massacre"", ""Children and civilians comprised the vast majority of the 200 killed"",...                ",['Documentary'],0.0
tt6281176,Undercover in ISIS,2016,,6.1,17,Martin Himel,,59.0,An undercover operation sets out to understand the path to joining ISIS.,['Documentary'],0.0
tt6971502,Secrets of Survival,2017,,8.6,5,Martin Himel,TV-14,60.0,"Two families, closely guarding a secret from their children that began in wartime over 70 years ago. Now those children embark on a determined journey to learn the truth.",['Documentary'],0.0
tt6125502,Stingray Sisters,2016,,9.2,6,Katrina Channells,,76.0,"Stingray Sisters is a dramatic real-life documentary set in a remote Indigenous community. For the first time, this eye-opening film will give audiences unparalleled access to life in an ...                ",['Documentary'],0.0
tt6125916,Beyond the Shield,2017,,6.5,7,Michael G. Barrett Jr.,,90.0,"Logline: The story is based on the life of Pastor Omar, who is well known in his community for taking in troubled youth and being a positive mentor in their lives. Pastor Omar life changes ...                ",['Family'],0.0
tt6126006,SOLO!,2018,,5.5,152,Nic Cornwall,PG-13,135.0,"Board the Millennium Falcon and journey to a galaxy far, far away in an epic action-adventure that will set the course of one of the Star Wars saga's most unlikely heroes.","['Comedy', 'Musical', 'Romance']",0.0
tt6126244,Rise Against the Fall,2019,,6.8,13,Mike Borka,Not Rated,80.0,"Vince is a young boy when he witnesses his father murdered on stage at a political rally. 15 years later, he plots to infiltrate a dangerous arms dealer, and exact revenge on the men responsible for his father's death.","['Action', 'Crime', 'Drama']",0.0
tt6126328,Drakhjärta,2016,,6.7,13,Klas Karterud,,14.0,"Nisse's mother has just died, leaving him, Dad and his younger brother Nodi. This is the story of the ones that stayed. Nisse struggles with ""life of bad luck"" and finds no way out. One day...                ",['Family'],0.0
tt6126480,Abirahasa,1971,,7.7,6,Lenin Moraes,,,,['Thriller'],0.0
tt6126492,Mother Krampus,2017,,3.6,1337,James Klass,R,90.0,"Based on the myth of Frau Perchta, a witch that comes on the 12 days of Christmas taking children each night.",['Horror'],0.0
tt6333200,House on Elm Lake,2017,,3.5,1306,James Klass,,96.0,"A couple and their young daughter move into a lake house that remained unsold due to the brutal, ritualistic murder of a family years ago. Soon, they realize that a dormant evil has ...                ",['Horror'],0.0
tt6126506,Salvaje despertar,2016,,4.2,243,Joan Fermí Martí,Unrated,89.0,"Toni (Fabian Castro) and Emma (Julia Hernandez) are brother and sister who owns a stable farm. Ramon (Richie Ormon) and his son, Aaron (Christian Blanch) works for them. Toni is openly gay ...                ",['Drama'],0.0
tt6126686,Paradise,2017,,7.1,18,Autumn Wang,,60.0,"The plot is dictated by the law of return and the belief that one day justice reaches everyone. Sooner or later life takes care of sending change, and everything one does someday returns.","['Crime', 'Drama']",0.0
tt6126740,Prigorodskiy potroshitel 6. Naslediye,2016,,1.1,24,Aleksandr G.,,51.0,        ,"['Horror', 'Thriller']",0.0
tt6126870,Potroshitel iz prigoroda,2016,,1.1,25,Aleksandr G.,,41.0,        ,"['Horror', 'Thriller']",0.0
tt6127004,Paradise Hills,2019,,5.3,18307,Alice Waddington,TV-14,95.0,Uma is a young woman who wakes up in an apparently idyllic reform school for young ladies. But a dark secret lies within its walls.,"['Fantasy', 'Mystery', 'Sci-Fi']",0.0
tt6127136,The Outsider,2018,,4.8,6,Roberto Paolini,TV-MA,120.0,An epic set in post-WWII Japan and centered on an American former G.I. who joins the yakuza.,"['Drama', 'Romance']",0.0
tt6128068,Make Me Dance,2017,,7.0,7,Tatyana Bronstein,PG,60.0,"'Make Me Dance' takes an in depth look at one of the most prestigious dance schools in the United States, The Boston Conservatory. It features a diverse group of young dancers and a world ...                ",['Documentary'],0.0
tt6128082,Chamber Music Wonderland,2017,,9.1,11,Emanuel Altenburger,,50.0,"Chamber Music Wonderland takes viewers on a fascinating musical voyage, accompanying a group of musicians who set up their own music festival to showcase the very best of 500 years of musical history.",['Documentary'],0.0
tt6128108,Whirlybird,2020,,7.0,278,Matt Yoka,,103.0,"Soaring above the chaotic spectacle of '80s and '90s Los Angeles, a young couple revolutionized breaking news with their brazen helicopter reporting.",['Documentary'],0.0
tt6128568,Answering the Call,2016,,8.0,11,Brian Jenkins,PG-13,117.0,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",['Documentary'],0.0
tt6128708,Second Service,2017,,8.4,20,Serge Bodnarchuk,,102.0,John Green is a bitter Millennial private eye who finds new purpose in life after stumbling upon a plot to bring the mob back to Chicago.,"['Comedy', 'Crime', 'Drama']",0.0
tt6128878,Forêt Debussy,2016,,5.7,79,Cheng-Chui Kuo,,94.0,"Deep in the barren mountains, a mother and a daughter live an isolated quiet life. The Daughter looks lean and fragile. She seems unreactive toward her surroundings, confining herself in ...                ",['Drama'],0.0
tt7684416,"Clément, Alex et tous les autres",2019,,5.1,250,Cheng-Chui Kuo,,75.0,"Clement and Alex are looking for a new gay roommate. And they find Leo, a charming student who is in deep trouble to find a place to sleep. Leo will do anything to get that room, whatever it takes.","['Comedy', 'Drama', 'Romance']",0.0
tt6129010,Ottakolam,2016,,4.0,11,Jayan K. Saaj,,111.0,Ottakolam is the exceptional tale of a man who makes a living by cremating the dead.,['Drama'],0.0
tt6129026,Kappiri Thuruthu,2016,,5.8,26,Saheer Ali,,116.0,"The story of the film goes through the time of H. Mehboob, who tell us the story of the slavers and Jews, who worked for the Dutch and Britishers who ruled over India. It tells us the songs of Cochin that go beyond caste, creed and nation.",['Drama'],0.0
tt6129232,Pr' Hostar,2016,,7.0,1587,Luka Marcetic,,87.0,"Due to poor business performance, a small hotel is being sold to an international buyer. Employees do not want to lose their jobs, so they take things into their own hands and try to sabotage the sale of the hotel.",['Comedy'],0.0
tt6129358,Jaundya Na Balasaheb,2016,,7.1,132,Girish Kulkarni,,165.0,"The film addresses issues related to the younger generation in politics, and argues that one need not have a problem with dynastic politics, if the heirs are worthy and manage to prove their eligibility.","['Comedy', 'Drama']",0.0
tt6129650,Denshinbashira Eremi no koi,2009,,5.3,13,Saku Sakamoto,,45.0,        ,['Animation'],0.0
tt8685672,Aragne: Sign of Vermillion,2018,,5.1,60,Saku Sakamoto,TV-MA,75.0,"A young woman in a decaying apartment complex finds herself seeing worms and moths everywhere, bursting out of beetles, animals, and people, and sets out to find how this is related to a rash of murders across the city.",['Animation'],0.0
tt6129730,Yeon-ae-dam,2016,,6.7,647,Hyun-ju Lee,,99.0,"A fine arts student meets an attractive bartender, and the two women begin an intimate relationship.","['Drama', 'Romance']",0.0
tt6129904,Der Läufer,2018,,5.9,272,Hannes Baumgartner,,92.0,One of the best runners in Switzerland tries to overcome the loss of his brother by robbing innocent women at night. Based on a true story.,"['Crime', 'Drama']",0.0
tt6130010,Accidental Anarchist,2017,,6.9,208,Clara Glynn,Not Rated,84.0,"Carne Ross was a government highflyer. A career diplomat who believed Western Democracy could save us all. But working inside the system he came to see its failures, deceits and ulterior ...                ","['Biography', 'Documentary', 'History']",0.0
tt6130010,Accidental Anarchist,2017,,6.9,208,John Archer,Not Rated,84.0,"Carne Ross was a government highflyer. A career diplomat who believed Western Democracy could save us all. But working inside the system he came to see its failures, deceits and ulterior ...                ","['Biography', 'Documentary', 'History']",0.0
tt6130280,Ocean of Grass: Life on a Nebraska Sandhills Ranch,2018,,9.1,18,Georg Joutras,Not Rated,86.0,"An experiential, immersive documentary capturing a year in the life of a 130 year old Nebraska Sandhills ranch in a lyrical, timeless manner. The film presents the intriguing personalities ...                ",['Documentary'],0.0
tt6130310,Bajo la Rosa,2017,,6.3,891,Josué Ramos,,99.0,"Sara, the daughter of Oliver and Julia, suddenly disappears. Days pass without any news about the girl. But one morning, the family receives a letter from someone who claims to have Sara and wants to talk with them that night.","['Crime', 'Drama', 'Mystery']",0.0
tt6130920,Wolfe,2018,,6.0,30,Francis Bordeleau,TV-MA,139.0,"Set in the distant future where both North and South Koreas agree to establish a joint government, which has been in preparation for a duration of 7 years, the plot focuses on political ...                ",['Drama'],0.0
tt6131004,Rodando al Destino,2016,,9.4,6,Albert Escuder,,,,['Documentary'],0.0
tt6131088,Verve,2016,,7.7,7,Oliver William Smith,,82.0,"Three school leavers embark on the most carefree summer of their lives, but this hard won hiatus soon turns into a head on collision with their futures. Vocation, sexuality, philosophy - one summer will shape it all.","['Comedy', 'Drama']",0.0
tt6131300,Colis Suspect,2017,,9.3,7,Sofia Català,,60.0,"The documentary Colis Suspect, explores the social and economic implications of the so- called 'refugee crisis.' The film also considers the consequences of an unresolved post-colonial ...                ",['Documentary'],0.0
tt6131300,Colis Suspect,2017,,9.3,7,Rosa Perez Masdeu,,60.0,"The documentary Colis Suspect, explores the social and economic implications of the so- called 'refugee crisis.' The film also considers the consequences of an unresolved post-colonial ...                ",['Documentary'],0.0
tt6131328,English Padam,2017,,1.8,46,Kumaresh Kumar,,126.0,English Padam (Aangila padam) is the story of a man trapped in a web of crime and his attempt to get out of the dangerous situation.,['Comedy'],0.0
tt6131712,Kuso,2017,,4.8,1700,Flying Lotus,Not Rated,94.0,Events unfold after a devastating earthquake in Los Angeles.,"['Animation', 'Comedy', 'Drama']",0.0
tt6131878,Sasha,2016,,7.7,12,Fèlix Colomer Vallès,,54.0,"Sasha is an eight-year-old boy who lives in Ukraine with his mum and five siblings. Their everyday life is involved in misery, poverty and even further complicated by the current war in the...                ","['Documentary', 'Drama', 'Family']",0.0
tt7464250,Shootball,2017,,7.2,26,Fèlix Colomer Vallès,,99.0,"Manuel Barbero, father of a sexual abuse victim, and Joaquin Benitez, the pederast who abuse the son of Manuel and 20 more children, are the main characters of this documentary. The ...                ","['Documentary', 'Family']",0.0
tt6132648,Engaño a primera vista,2016,,5.9,112,Yecid Benavides,TV-14,108.0,"Two extremely nerdy brothers are hell-bent on winning the laptop of their dreams, but in order to do so they must, in only 48 hours, get a kiss from two gorgeous girls who are completely out of their league.","['Comedy', 'Family', 'Romance']",0.0
tt6132648,Engaño a primera vista,2016,,5.9,112,Johanan Benavides,TV-14,108.0,"Two extremely nerdy brothers are hell-bent on winning the laptop of their dreams, but in order to do so they must, in only 48 hours, get a kiss from two gorgeous girls who are completely out of their league.","['Comedy', 'Family', 'Romance']",0.0
tt6132770,The Legacy,2017,,8.4,12,Brandyn Cross,,,,['Drama'],0.0
tt6132780,The Great Cookie Comeback: Rebaking Wally Amos,2020,,7.5,12,Jay Smith,,73.0,"Wally Amos built and lost one of the most popular brands in history...Famous Amos Cookies. Today, at 81, he's launching his final cookie company in hopes of reclaiming the throne to the cookie kingdom. Can he do it?",['Documentary'],0.0
tt6132780,The Great Cookie Comeback: Rebaking Wally Amos,2020,,7.5,12,Jeff MacIntyre,,73.0,"Wally Amos built and lost one of the most popular brands in history...Famous Amos Cookies. Today, at 81, he's launching his final cookie company in hopes of reclaiming the throne to the cookie kingdom. Can he do it?",['Documentary'],0.0
tt6133412,Mi prima la sexóloga,2016,,5.4,90,Miguel Chavez,TV-MA,104.0,"Two cousins began to discover their sexuality together in adolescence and they reunite after 10 years: he only recently returned to bachelorhood, and she returned from Buenos Aires, where she opted to specialize in Sexology.",['Comedy'],0.0
tt6133700,Visage,2017,,6.6,19,Tata Michaelangelo,PG,94.0,Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.,"['Drama', 'Thriller']",0.0
tt6133700,Visage,2017,,6.6,19,Mike Wickman,PG,94.0,Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.,"['Drama', 'Thriller']",0.0
tt6133818,Midnight Oil,2017,,4.6,292,Derich Heath,,,,['Comedy'],0.0
tt6134214,Chocolate,2016,,5.5,62,Sujan Mukherjee,,92.0,"Inspired by a true event, the discovery of a charred corpse in the woods leads to a high-profile murder investigation.","['Comedy', 'Thriller']",0.0
tt6134274,Solis,2018,,4.7,4462,Carl Strathie,12,92.0,"After a space mining operation gone bad, Troy is on an emergency escape vehicle drifting towards the sun. He gets radio contact with possible help but will they get there in time?","['Action', 'Adventure', 'Sci-Fi']",0.0
tt8269120,Dark Encounter,2019,,5.3,3694,Carl Strathie,,97.0,"Eight-year-old Maisie went missing in 1982 and a memorial is held by her family a year later. That evening, strange lights and sounds are observed in the woods outside - and strange things start to happen.","['Mystery', 'Sci-Fi', 'Thriller']",0.0
tt6134982,Dark Ditties Presents 'The Offer',2017,,7.2,53,Gary Smart,,48.0,"Seven strangers are invited to a house to be offered a large inheritance, instead they find themselves trapped in a deadly game to the death.",['Horror'],0.0
tt6872670,Dark Ditties Presents 'Mrs Wiltshire',2018,,8.2,21,Gary Smart,,67.0,"An elderly lady Mrs. Wiltshire is trapped in her house by the evil spirit of her deceased abusive husband. Despite her son Tony's pleads to leave with him, Mrs. Wiltshire is torn between ...                ",['Horror'],0.0
tt6135054,Tyut pei ba ba,2016,,6.1,102,Roy Szeto,,100.0,"In the middle of dealing with multiple crisis, washed-out film director Tin Lik-hang must take care of his dementia-ridden father. Suddenly, his father starts to age backwards rapidly and is eventually the same age as his son.","['Comedy', 'Drama']",0.0
tt6135102,Spes contra Spem: Liberi Dentro,2016,,6.7,6,Ambrogio Crespi,,70.0,        ,['Documentary'],0.0
tt7848980,Generale Mori. Un'Italia a testa alta,2017,,6.9,8,Ambrogio Crespi,,69.0,The Italian history of the last fifty years told by a man who lived it as a protagonist. The extraordinary story of a man at the forefront of the fight against terrorism and Mafia.,['Documentary'],0.0
tt6135340,Vad Kunság: A Puszta rejtett élete,2016,,8.4,29,Szabolcs Mosonyi,,52.0,        ,['Documentary'],0.0
tt6653550,Vad Szigetköz: A szárazföldi delta,2013,,8.1,18,Szabolcs Mosonyi,,52.0,        ,['Documentary'],0.0
tt6135424,76 Minutes and 15 Seconds with Abbas Kiarostami,2016,,7.3,151,Seifollah Samadian,,76.0,"A documentary about the legendary film maker Abbas Kiarostami. A photographer and long time friend of Kiarostami, Seyfolah Samadian has put together some footage of his moments with Kiarostami, his travel photography, film making etc.","['Biography', 'Documentary']",0.0
tt6135692,Soul Frackers,2020,,4.6,52,Jeffrey Nicholson,,,,"['Comedy', 'Sci-Fi']",0.0
tt8820136,El Coyote,2019,,2.8,151,Jeffrey Nicholson,R,93.0,"The Italian mob descends on the Mexican border to take on the most powerful cartel in America. Spencer, an ex-mobster in witness protection, battles the cartel who captured his son in Arizona, with his mob buddies coming to help.","['Action', 'Crime']",0.0
tt6135800,A Present from the Past: 20 September,2016,,8.5,97,Kawthar Younis,,80.0,"Mokhtar, a filmmaking professor, receives an unexpected gift on his 75th birthday from his daughter Kawthar, a filmmaker in her early twenties. With two plane tickets to Rome, they set out ...                ","['Adventure', 'Biography', 'Documentary']",0.0
tt6135828,Stateside,2020,,6.4,38,Marcial Chavez,,101.0,"The journey of an undocumented Filipino immigrant struggling to survive in the US. Facing homelessness, racism, drug rings, and INS, Andrew seeks to find his place not only in America, but in the world.",['Drama'],0.0
tt6136260,Orishas: The Hidden Pantheon,2016,,6.3,14,Yann Kieffoloh Jr.,,105.0,A group of people with different backgrounds and behaviors discover their belonging to a hidden civilization of deities called Orishas.,"['Action', 'Adventure', 'Sci-Fi']",0.0
tt6136484,Årets Medarbeider,2017,,7.0,5,Thomas Steinsholm,,91.0,The psychopath Sylvia tries to excel on behalf of her co-workers and by manipulating them all in the insurance company she works.,['Comedy'],0.0
tt6136650,P22,2015,,5.2,51,Hossein Ghasemi Jami,,90.0,An Iranian navy commando after a confrontation with the enemy and getting his boat sinked remains in the sea for two days waiting for the rescue to come. Meanwhile he remembers his past. In...                ,"['Action', 'Drama', 'History']",0.0
tt6644190,Pizza Makhlot,2011,,3.1,196,Hossein Ghasemi Jami,,85.0,Two youngsters who are cousins Gholam and Manouchehr are working in a pizza shop in Tehran. They are in love with two girls and want to marry them but things get complicated when their ...                ,"['Comedy', 'Romance']",0.0
tt7868146,Cheshm-e shishei,1991,,3.5,7,Hossein Ghasemi Jami,,,,['War'],0.0
tt6136778,Double Date,2017,,5.9,2623,Benjamin Barfoot,Not Rated,89.0,A man can't speak to ladies. His friend makes things happen but with 2 man-killing sisters looking for a virgin man to sacrifice to bring daddy back from the dead.,"['Comedy', 'Horror']",0.0
tt6137166,Sixteen Legs,2017,,8.0,22,Niall Doran,,102.0,"Giant prehistoric spiders the size of dinner plates try to find love in the dark. As the world rapidly descends into the next period of global mass extinction, a message of hope comes from ...                ",['Documentary'],0.0
tt6137166,Sixteen Legs,2017,,8.0,22,Justin Smith,,102.0,"Giant prehistoric spiders the size of dinner plates try to find love in the dark. As the world rapidly descends into the next period of global mass extinction, a message of hope comes from ...                ",['Documentary'],0.0
tt6137542,Since August,2021,,8.8,11,Diana Zuros,,103.0,"A young recovering drug addict confronts her demons by befriending the grief-stricken deaf mother she mysteriously spies on, but instead forges a much deeper friendship than she ever anticipated.",['Drama'],0.0
tt6137566,Women of Freedom,2016,,5.6,35,Abeer Zeibak Haddad,,70.0,"""Women of Freedom"" follows the stories of women who were murdered in the name of 'honor killing'.","['Crime', 'Documentary']",0.0
tt6137968,Dinner,2016,,6.6,35,Jay Franklyn Jituboh,,,,"['Drama', 'Thriller']",0.0
tt6137978,A Fairy's Game,2018,,8.4,34,Shawn Philip Nelson,PG,111.0,Two siblings are whisked away by an intelligent fairy to become part of a real life game they must complete before coming back to the real world.,"['Adventure', 'Family']",0.0
tt6138226,The Bungfodders Make a Horror Movie: A Mockumentary,2016,,8.4,9,Cindy Parmiter,,,,['Comedy'],0.0
tt6138680,Radha,2017,,5.4,278,Chandra Mohan Chintada,,126.0,A romantic drama starring Sharwanand and Lavanya Tripathi.,"['Action', 'Comedy', 'Romance']",0.0
tt6138688,San sheng san shi shi li tao hua,2017,,5.0,1448,Anthony LaMolinara,,109.0,An immortal woman reconnects with a love from her past life.,"['Drama', 'Fantasy', 'Romance']",0.0
tt6138688,San sheng san shi shi li tao hua,2017,,5.0,1448,Xiaoding Zhao,,109.0,An immortal woman reconnects with a love from her past life.,"['Drama', 'Fantasy', 'Romance']",0.0
tt6138770,Hentaida,2016,,6.0,17,Hajime Anzai,,87.0,        ,"['Comedy', 'Drama']",0.0
tt6138862,5. október,2016,,7.2,33,Martin Kollár,,50.0,"Jan decides to undergo a surgery that will help him better his living conditions, but only if he survives. There is a 50% chance. He is getting ready for the life-changing date, 5th October...                ",['Documentary'],0.0
tt6139414,Vessel,2017,,6.2,9,Johan Heurlin Aidt,,67.0,"Vessel tells the story of a young man, struggling to separate reality and illusion. Terrified and trapped in a tormented landscape, he reaches a point of no return where there is only one way to escape his delusions.",['Drama'],0.0
tt6139494,Briciole sul mare,2016,,2.9,173,Walter Nestola,,88.0,"This is the story of a fisherman living in the South of Italy, who goes fishing every day with his boat to completely relax for a couple of hours. For a strange twist of fate, one day he ...                ",['Comedy'],0.0
tt6139606,The Prodigal Dad,2018,,7.9,38,Robert Wenzek,,88.0,"Lily's dad arrives uninvited, becomes the life of the party, and has a solution for everyone's problems except his own. It's never too late for a coming of age story.","['Comedy', 'Drama']",0.0
tt6139644,Baile en el Sindicato,2016,,7.1,8,Fran Longoria,,,,['War'],0.0
tt6139774,Madayen,2016,,7.6,31,Ayman Tamano,,62.0,An indie found footage style film out of the Kingdom of Saudi Arabia written and produced by Hakeem Jomah and directed by Ayman Tamano that tells the tale of three young Saudis who set out ...                ,['Horror'],0.0
tt6139792,Sarasota Half in Dream,2016,,8.2,5,Derek Murphy,,71.0,"Sarasota Half in Dream is a Surrealist documentary specializing in small, iridescent impressions of a tropical city and its secrets. The filmmakers shot their explorations into the ...                ",['Documentary'],0.0
tt6139906,Stand Up Man,2017,,6.6,11,Aram Collier,,85.0,"Forced to move back to hometown Windsor, wannabe comedian Moses Kim finds his dreams derailed in his family restaurant. Life gets more complicated when Moses' teenage cousin from Korea unexpectedly shows up.",['Comedy'],0.0
tt6139966,Spinoza: een vrije denker,2015,,7.8,9,Robin Lutz,,,,['Documentary'],0.0
tt8297550,Escher: Het oneindige zoeken,2018,,7.3,454,Robin Lutz,,81.0,Feature documentary about the life and work of MC Escher.,['Documentary'],0.0
tt6139984,Walking in the Opposite Direction,2016,,8.0,188,Marc Waltman,,96.0,The tragedy of Adrian's battle with himself and his disease balanced with his joy and love of life and his creativity. This is the universal story of the razor's edge that so many artists walk between heaven and hell.,"['Biography', 'Documentary', 'Music']",0.0
tt6140144,The Peacemaker,2016,,7.5,53,James Demo,,90.0,An intimate portrait of international peacemaker Padraig O'Malley - who helps make peace for others but struggles to find it for himself.,['Documentary'],0.0
tt6140354,Lady Belladonna's Night Shades,2016,,5.8,51,David Salcido,,88.0,Pray you don't become part of her collection,"['Comedy', 'Horror']",0.0
tt8855888,Lady Belladonna's Tales From The Inferno,2018,,5.9,41,David Salcido,,93.0,"Lady Belladonna is back with another round of suspenseful tales from Pandora's Box, including a vengeful vampire, a misplaced curse, an alien invasion and more tantalizing trips beyond the veil.",['Horror'],0.0
tt6141132,Aw rah nyoosh,2018,,8.4,8,Ben Neufeld,,71.0,"A documentary filmmaker attempts to imagine, along with his father, his grandmother's experience at a labor camp during the holocaust. As the two get drawn into a world of the grandmother's...                ",['Drama'],0.0
tt6141166,Ayame-kun no Nonbiri Nikushoku Nisshi,2017,,4.6,19,Hiroki Shibasaki,,99.0,"The story centers on Ayame and Tsubaki, who are researchers at a lab in the biology department of T University. Ayame is a ""returnee,"" someone who lived abroad for a while and then returned...                ",['Comedy'],0.0
tt6141334,The Black String,2018,,5.3,1356,Brian Hanson,R,93.0,"After a one-night stand with a mysterious and beautiful woman, Jonathan falls ill and starts to believe that he's the victim of a sinister supernatural plot.","['Horror', 'Mystery', 'Thriller']",0.0
tt6141374,Suddenly Twenty,2016,,7.2,470,Araya Suriharn,,124.0,An annoying granny's suddenly 50 years younger. She gets an ,"['Comedy', 'Fantasy', 'Romance']",0.0
tt6141468,La pelle dell'orso,2016,,6.6,183,Marco Segato,TV-PG,92.0,A father and son venture into a thick forest to hunt a deadly bear.,"['Adventure', 'Drama']",0.0
tt6141472,Nous nous marierons,2016,,7.2,15,Dan Uzan,,76.0,        ,['Drama'],0.0
tt6141626,A Godly Manner,2016,,7.9,11,Matthew Myslinski,,48.0,"A morose doctor unthinkingly falls for his mysterious patient, until he slowly discovers she is not all who she appears to be.","['Crime', 'Drama', 'Mystery']",0.0
tt6141656,Brazilok,2017,,6.1,1463,Csaba M. Kiss,,105.0,Chaos bursts out among the gypsy minority of the town of Acsa when the mayor announces that this year the gypsy football team called Brazilians can also take part in the football championship of the village.,"['Adventure', 'Comedy', 'Romance']",0.0
tt6141880,Ambulance/Gaza,2016,,7.5,72,Mohamed Jabaly,,80.0,"During the summer of 2014, Mohamed Jabaly joins an ambulance crew attempting to save those injured during the war in Gaza.",['Documentary'],0.0
tt6141886,Skin in the Game,2019,,4.5,255,Adisa,,90.0,"Abducted off the sidewalk of suburban America, fifteen year old Dani finds herself submerged in the horrific underground world of human trafficking. With no initial assistance from the ...                ",['Thriller'],0.0
tt6142272,España en dos trincheras. La guerra civil en color,2016,,7.4,38,Francesc Escribano,,,,['Documentary'],0.0
tt6142496,6 Balloons,2018,,5.9,4177,Marja-Lewis Ryan,TV-MA,74.0,A woman (Jacobson) learns her brother (Franco) has relapsed on heroin.,['Drama'],0.0
tt6142574,Get a Job Dave,2017,,7.0,15,Major W. Latimer,,85.0,"Recently unemployed and in desperate need of money, Dave finds himself in a vulnerable situation by trying convince his friends to loan him the much needed cash.",['Comedy'],0.0
tt6142574,Get a Job Dave,2017,,7.0,15,David Spates,,85.0,"Recently unemployed and in desperate need of money, Dave finds himself in a vulnerable situation by trying convince his friends to loan him the much needed cash.",['Comedy'],0.0
tt6142574,Get a Job Dave,2017,,7.0,15,Charles W. Davidson,,85.0,"Recently unemployed and in desperate need of money, Dave finds himself in a vulnerable situation by trying convince his friends to loan him the much needed cash.",['Comedy'],0.0
tt6143030,The Silence,2016,,7.0,15,Nick Blacketer,,102.0,"Shattered after the brutal assault by two rapists in her house, a young mother of two decides to keep her ordeal secret from her unsuspecting husband.",['Thriller'],0.0
tt6143092,Code Name Abdul,2021,,6.8,613,Esh Gunturu,,114.0,"In New York, four Counter Intelligence agents from India's Research and Analysis Wing (RAW) are given a mission to find an elusive Terrorist.","['Crime', 'Thriller']",0.0
tt6143166,Laura,2017,,6.9,16,Jonathan Albert Murphy,Not Rated,83.0,"Laura, an unemployed writer in New York City, tries to juggle an unexciting boyfriend, an affair with a performance artist, and a vivid imaginary life.","['Drama', 'Thriller']",0.0
tt6143238,Dersaadet Apartmani,2020,,5.1,17,Tankut Kilinc,,90.0,"Altan, a physics professor who has been working in the field of green energy in America for a long time, returns to Istanbul, the city of his childhood, where he has been away for years ...                ",['Drama'],0.0
tt6143474,Potentiae,2017,,8.2,14,Javier Toscano,,94.0,POTENTIAE is an intimate portrait of persons with different disabilities in Mexico City.,['Documentary'],0.0
tt6143626,Moroni for President,2018,,7.0,22,Saila Huusko,Not Rated,76.0,"Moroni Benally is running for the presidency of the Navajo Nation, the largest Native American nation in the U.S. Young, gay, Mormon, and highly educated, he sets out to confront the ...                ",['Documentary'],0.0
tt6143626,Moroni for President,2018,,7.0,22,Jasper Rischen,Not Rated,76.0,"Moroni Benally is running for the presidency of the Navajo Nation, the largest Native American nation in the U.S. Young, gay, Mormon, and highly educated, he sets out to confront the ...                ",['Documentary'],0.0
tt6143896,The Vow from Hiroshima,2020,,7.0,7,Susan C. Strickler,,82.0,"The Vow From Hiroshima is an intimate portrait of Setsuko Thurlow, a passionate, 85-year-old survivor of the atomic bomb in Hiroshima. Her moving story is told through the lens of her ...                ",['Documentary'],0.0
tt6143970,La Lección de Anatomía,2019,,9.3,34,Pablo Arévalo,,87.0,"Carlos Mathus (77) decides to rerun his famous play ""An Anatomy Lesson"" and wonders if this creation of youthful rebellion continuous in force.",['Documentary'],0.0
tt6143970,La Lección de Anatomía,2019,,9.3,34,Agustín Kazah,,87.0,"Carlos Mathus (77) decides to rerun his famous play ""An Anatomy Lesson"" and wonders if this creation of youthful rebellion continuous in force.",['Documentary'],0.0
tt6143998,Comeback: Um Matador Nunca se Aposenta,2016,,6.8,139,Erico Rassi,,89.0,"Amador is a retired gunfighter. Lonely and embittered, collects in an album newspapers of his crimes. After several humiliations, will he react with violence to the hostility of the world around.",['Drama'],0.0
tt6144080,Into the East: A Backpacking Adventure,2016,,7.0,9,Simon Wendler,,74.0,Into the East is an entertaining documentary about a backpacking trip of three different friends traveling through Romania. Or: Everyday stories on a backpacking trip through Romania,['Documentary'],0.0
tt6144114,New Run,2016,,6.4,136,Miikka Niemi,,68.0,"After a traumatic accident, a gifted freestyle skier goes through a difficult rehabilitation.",['Documentary'],0.0
tt6144256,Flavor of Life,2019,,7.1,22,Rajesh Golla,,92.0,A weary Latino chef and his estranged grandson must reconcile in order to save their beloved Mexican restaurant.,"['Drama', 'Family']",0.0
tt6144410,Open Wound: The Über-Movie,2018,,4.4,46,Jürgen Weber,,96.0,A man and a woman are on their way to a pool party. The apparently harmless situation shifts into a dance macabre.,"['Crime', 'Drama', 'Mystery']",0.0
tt6144460,Smart Christmas,2018,,4.5,131,Maria Veselinova,,90.0,"The film tells a story of a young boy, who finds himself in Santa's Workshop and changes completely the old-fashion production process with ultra modern hi-tech production line.","['Comedy', 'Family']",0.0
