titre,réalisateur,producteur,postal,debut,fin,latitude,longitude,rive
UN CADEAU DU CIEL,Alain Chabat,legendaire,75018,2017-02-28,2017-03-01,48.884020590818295,2.332620863536262,droite
SOUS LE MEME TOIT,DOMINIQUE FARRUGIA,EUROPA CORP,75016,2016-07-12,2016-07-12,48.87100900008343,2.293315999702749,droite
Femme-Enfant,Amro Hamzawi,ECCE FILMS,75011,2018-10-11,2018-10-11,48.870441414281416,2.372739830427989,droite
ANNA M.,,Europacorp,75116,2017-11-27,2017-11-27,48.86277702560034,2.29200152999162,couronne
DJANGO MELODIES,ETIENNE COMAR,CURIOSA FILMS,75015,2016-04-27,2016-04-27,48.8422600003619,2.315231999828153,gauche
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,KAZAK PRODUCTIONS,75008,2016-08-24,2016-08-24,48.876176000318125,2.307901000087476,droite
IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,75010,2016-02-01,2016-02-01,48.87016299960758,2.3712980005197632,droite
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,HAUT ET COURT,75007,2016-12-02,2016-12-02,48.848250999612496,2.311244999641706,gauche
THIRST STREET,NATHAN SILVER,IN VIVO FILMS,75017,2016-09-08,2016-09-08,48.88522700021326,2.316246000643881,droite
Un Beau matin,Mia Hansen Love,LES FILMS PELLEAS,75018,2021-07-02,2021-07-02,48.88460484625019,2.347183668966046,droite
Le Lycéen,Christophe Honoré,LES FILMS PELLEAS,75003,2021-12-29,2021-12-29,48.86580803896217,2.353824294120137,droite
PARENT D'ELEVE,NOEMIE SAGLIO,RECTANGLE PRODUCTIONS,75012,2019-07-11,2019-07-11,48.84370966621321,2.3831615108374957,droite
2 FILS (6eme partie),Félix MOATI,NORD OUEST FILMS,75020,2017-12-14,2017-12-15,48.86652175474187,2.399883173378246,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75001,2020-12-22,2020-12-22,48.86340330090597,2.350947645351965,droite
UNE VIE VIOLENTE,THIERRY DE PERRETI,LES FILMS VELVET,75008,2016-06-16,2016-06-16,48.87555900033375,2.325347999868247,droite
LA PAGE BLANCHE,Murielle MAGELLAN,PARTNERS IN CRIME,75018,2021-06-29,2021-06-30,48.88983646810343,2.364276803654482,droite
13/11,Cédric Jimenez,RECIFILMS,75012,2021-07-28,2021-07-28,48.85239571862572,2.371968677075958,droite
Les Joueurs,Marie Monge,The Film,75011,2017-12-11,2017-12-12,48.86776948931859,2.3780014943241,droite
Le Droit de Rêver,Cyril Chambon,Le Droit de Rêver,75020,2021-04-18,2021-04-19,48.86598384444075,2.391220285367483,droite
LA MELODIE,RACHID HAMI,MIZAR FILMS,75019,2016-07-11,2016-07-15,48.87682999960503,2.396256000635373,droite
L'HORIZON,EMILIE CARPENTIER,ELZEVIR FILMS,75013,2019-07-09,2019-07-10,48.83245827209112,2.380179813673045,gauche
L'EnKas,Sarah Marx,La rumeur filme,75018,2017-12-15,2017-12-15,48.896710197589,2.338711282751766,droite
LE PARFUM VERT,Nicolas Pariser,BIZIBI,75003,2021-11-19,2021-11-19,48.859779838520254,2.362901859392957,droite
Vidocq,Jean François Richet,Mandarin Production,75001,2017-08-22,2017-08-22,48.86726684964195,2.329221504428915,droite
OUI MADEMOISELLE,YISHU YANG,BAYOO,75006,2016-03-09,2016-03-10,48.85146199985616,2.333959999902559,gauche
Synonymes,Nadav Lapid,SBS FILMS,75004,2017-11-13,2017-11-13,48.85733749073482,2.359166917174,droite
BATTLE 2,Ingvild Søderlind,LES FILMS D'ANTOINE,75010,2021-04-19,2021-04-19,48.8726605518195,2.363390210475726,droite
ANTI-SQUAT,Nicolas SILHOL,KAZAK PRODUCTIONS,75012,2021-12-08,2021-12-08,48.83984209133024,2.409179064620763,droite
ENCHANTEES,Saphia Azzeddine et François-Régis Jeanne,CAPTURE THE FLAG FILMS,75007,2017-08-15,2017-08-15,48.86032105419862,2.323605292032762,gauche
ARTHUR RAMBO,Laurent Cantet,LES FILMS DE PIERRE,75011,2019-09-24,2019-09-27,48.85795026724937,2.379267899529014,droite
UN BEAU MATIN,Mia Hansen-Løve,LES FILMS PELLÉAS,75010,2021-12-05,2021-12-05,48.88360057209487,2.350394249641345,droite
PREMIERE ANNEE,Thomas LILTI,LES FILMS DU PARC SAS,75007,2017-03-21,2017-03-21,48.85597943571709,2.325601346112187,gauche
It Must Be Heaven,Elia Suleiman,Rectangle Productions,75002,2018-07-30,2018-07-30,48.86472182823696,2.346867194252561,droite
LA SAGE FEMME,MARTIN PROVOST,CURIOSA FILMS,75018,2016-03-31,2016-03-31,48.88873300010317,2.353503000126182,droite
VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,75018,2017-10-06,2017-10-06,48.88972516708163,2.339749240903482,droite
MADAME,AMANDA STHERS,LGM FILMS,75005,2016-07-22,2016-07-22,48.84551299955878,2.344221999698063,gauche
LE REDOUTABLE,MICHEL HAZANAVICIUS,LES COMPAGNONS DU CINEMA,75004,2016-08-19,2016-08-19,48.851204000086426,2.366480999850213,droite
Avant l'effondrement,Benoît et Alice ZENITER,Elzevir Films,75018,2021-08-18,2021-08-18,48.88686997329583,2.359586577760417,droite
Maoussi,Charlotte Schiøler,C.S. Productions,75020,2019-06-17,2019-06-17,48.87340052127976,2.383029152149387,droite
le Proverbe,Daniel Auteuil,Curiosa,75006,2017-09-14,2017-09-15,48.85403762938316,2.331381759530934,gauche
LOUE MOI,VIRGINE SCSWARTZ,MY FAMILY,75008,2016-11-10,2016-11-10,48.867895000104575,2.307581000045321,droite
ANAK GARUDA,FOAZAN RIZAL,WL PRODUCTIONS,75007,2019-08-03,2019-08-03,48.8557032352894,2.297605998664475,gauche
SUN,Jonathan Desoindre,Rouge International,75009,2017-09-21,2017-09-21,48.8702059127474,2.328682429218651,droite
La Menace,Philippe Le Guay,Les Films Des Tournelles,75018,2020-11-06,2020-11-06,48.88617656447709,2.358257707124242,droite
LEILA,NAIDRA AYADI,NOLITA CINEMA,75020,2016-12-08,2016-12-08,48.85007799966041,2.403108999447432,droite
ANAK GARUDA,FOAZAN RIZAL,WL PRODUCTIONS,75116,2019-08-03,2019-08-03,48.86174997591285,2.289066365359361,couronne
Les Mignonnes,Maïmouna Doucouré,Bien ou bien Productions,75019,2018-08-06,2018-08-06,48.89017260761132,2.382059348640001,droite
REVOIR PARIS,ALICE WINOCOUR,DHARAMSALA,75011,2021-12-10,2021-12-10,48.866921863933776,2.367052344832464,droite
LA VIE DEVANT SOI,Nessim CHIKHAOUI,ALBERTINE PRODUCTIONS / LA VIE DEVANT SOI,75012,2020-11-07,2020-11-07,48.84626101947935,2.399913190963566,droite
ANAK GARUDA,FOAZAN RIZAL,WL PRODUCTIONS,75007,2019-08-02,2019-08-03,48.852385459887,2.301296206445404,gauche
Ala Vaikunthapurramlo,Trivikram Srinivas,LM2018,75007,2019-11-08,2019-11-08,48.85311965854572,2.30374587880467,gauche
"PARIS, LA BLANCHE",LIDIA TERKI,DAY FOR NIGHT,75018,2016-02-23,2016-02-23,48.88366699973109,2.333760999591638,droite
8 Rue de l'Humanité,Dany BOON,PATHÉ PROD EXÉ,75011,2020-11-12,2020-11-13,48.85361481273936,2.374371216510915,droite
Les Meilleures,Marion Desseigne Ravel,31 Juin Films,75020,2019-08-26,2019-08-26,48.87081973578348,2.382630186004508,droite
Un médecin de nuit - Partie 1,Elie Wajeman,Partizan Films,75013,2020-01-14,2020-01-15,48.83441886573095,2.367473992231523,gauche
VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,75009,2017-09-08,2017-09-08,48.87645952119783,2.34574854120528,droite
Femme-Enfant,Amro Hamzawi,ECCE FILMS,75010,2018-09-25,2018-09-26,48.87631419751701,2.351040557231811,droite
ADIEU MONSIEUR HAFFMANN,FRED CAVAYÉ,VENDOME FILMS,75008,2020-06-09,2020-06-09,48.86714713048804,2.321610548360397,droite
AMANT DOUBLE,FRANCOIS OZON,MANDARIN FILMS,75012,2016-11-14,2016-11-16,48.835043999793065,2.3931399997857272,droite
Jewell Stone,Sandrine Dumas,PIO and CO,75020,2017-08-29,2017-08-29,48.87086679266073,2.395327903861447,droite
LA SAINTE FAMILLE,Louis-do Lencquesaing,EVERYBODY ON DECK,75017,2018-09-24,2018-09-24,48.88271315617134,2.312321305672284,droite
Un Monde Réel (ex - Une fille en or),Antoinette Boulat,MACASSAR PRODUCTIONS,75005,2020-08-10,2020-08-11,48.85001332604048,2.354439745644207,gauche
VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,75004,2017-09-05,2017-09-05,48.85411245612536,2.354679386870978,droite
HORS NORMES,Eric Toledano et Olivier Nakache,ADNP QUAD FILMS,75004,2018-10-01,2018-10-01,48.86019623200839,2.350795616611309,droite
On est fait pour s'entendre,Pascal Elbé,JERICO FILMS,75015,2020-06-25,2020-06-26,48.84127528946943,2.301415799506313,gauche
WALANG KAPARIS,Sigrid Andrea Bernardo,WL PRODUCTIONS,75019,2021-08-26,2021-08-26,48.88926336664864,2.388252393137713,droite
MARVIN,ANNE FONTAINE,CINE @,75004,2016-09-02,2016-09-02,48.85722999959848,2.355110999500522,droite
Une jeune fille qui va bien,Sandrine Kiberlain,CURIOSA FILMS,75007,2020-08-20,2020-08-21,48.85681058346864,2.330351283843282,gauche
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75018,2016-02-25,2016-02-25,48.89001500043717,2.335632000444361,droite
On est fait pour s'entendre,Pascal Elbé,JERICO FILMS,75015,2020-06-24,2020-06-26,48.84006182903987,2.300182495629145,gauche
Fake-self,Blanche GARDIN,Vatos Locos Productions,75017,2021-08-29,2021-09-01,48.88396912514081,2.32638252070363,droite
KO,FABRICE GOBERT,247 FILMS,75013,2016-09-08,2016-09-08,48.83512699990498,2.368075000254838,gauche
UNE COMÉDIE ROMANTIQUE,Thibault Segouin,LATIKA,75018,2021-07-06,2021-07-06,48.88955297724217,2.339418958245619,droite
MONSIEUR ET MADAME ADELMAN,NICOLAS BEDOS,LES FILMS DU KIOSQUE,75007,2016-01-25,2016-01-29,48.848250999612496,2.311244999641706,gauche
COEXISTER,FABRICE EBOUE,EUROPA CORP,75008,2016-11-08,2016-11-09,48.881262000246096,2.317319000377133,droite
La Goutte d'Or,Clément Cogitore,Kazak Productions,75018,2021-07-13,2021-07-15,48.89640640534929,2.35807561793636,droite
Une jeune fille qui va bien,Sandrine Kiberlain,CURIOSA FILMS,75002,2020-08-24,2020-08-25,48.86652824006478,2.340571966892187,droite
TAMARA demande n°2,ALEXANDRE CASTAGNETTI,ELEPHANT STORY,75007,2017-10-16,2017-10-18,48.8631594982296,2.313480651338884,gauche
JEUNE FEMME,LEONOR SERRAILLE,BLUE MONDAY PRODUCTIONS,75006,2016-02-22,2016-02-22,48.84169600042312,2.331141999598834,gauche
Les Volets Verts,Jean Becker,ARPROD,75018,2021-09-06,2021-09-07,48.88320545921146,2.341901700804725,droite
Irréductible,Jérôme Commandeur,MACADAM FILMS,75013,2020-10-01,2020-10-01,48.82912730137567,2.364658113532567,gauche
Belle Fille,Méliane Marcaggi,My Family,75018,2018-11-05,2018-11-06,48.88884164528226,2.345708459752649,droite
DEUX FILS (1ère semaine),FELIX MOATI,NORD OUEST FILMS,75002,2017-10-17,2017-10-17,48.86727599225641,2.344007474154828,droite
SIMONE BENLOULOU,MYRIAM AZIZA,INCOGNITA,75018,2016-10-05,2016-10-05,48.89021299967231,2.340423999844478,droite
Le Déchanché d'Elvis,"Lauriane Escaffre, Yvonnick Muller",ADNP QUAD FILMS,75006,2020-12-24,2020-12-24,48.85789845622234,2.334264421663961,gauche
BANLIEUSARDS,Leila Sy et Kery James,Les films Velvet,75001,2018-11-02,2018-11-02,48.856448100659385,2.34215347433544,droite
LUMIERE AMOUREUSE,FRANCHIN DOM,KOI FILMS,75004,2016-06-13,2016-06-13,48.8555290001237,2.354117000588589,droite
DISCO BOY,Giacomo Abbruzzese,LES FILMS GRAND HUIT,75007,2021-09-13,2021-09-13,48.8631594982296,2.313480651338884,gauche
Les Jeunes Amants,Carine Tardieu,EX NIHILO,75020,2020-09-30,2020-09-30,48.87271373022452,2.382114586509525,droite
LES FEMMES DU SQUARE,Julien Rambaldi,LES FILMS DU KIOSQUE,75018,2020-12-18,2020-12-18,48.89816332427795,2.344212716768504,droite
La Daronne,Jean Paul SALOME,Les Films du Lendemain,75020,2018-11-07,2018-11-07,48.87022544113907,2.384571428888963,droite
Premières Vacances,Patrick Cassir,The Film,75005,2017-10-16,2017-10-16,48.84701490639936,2.348868953900295,gauche
Du Crépitement Sous Les Néons,Fabrice GARÇON - Kevin OSSONA,Bonne Pioche Cinéma,75019,2021-09-20,2021-09-20,48.89879588358722,2.384126238156846,droite
La Fracture,Catherine Corsini,CHAZ PRODUCTIONS,75010,2020-10-04,2020-10-04,48.88062297496779,2.352541868453597,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2020-12-22,2020-12-22,48.82657866735514,2.350065571503494,gauche
DANIEL,CYRIL MENNEGUN,UNITE DE PRODUCTION,75009,2016-05-27,2016-05-27,48.87824899962475,2.341180999666122,droite
SOL,Jezabel MARQUES NAKACHE,ILIADE ET FILMS,75018,2018-11-06,2018-11-07,48.89156097988452,2.3366808424789403,droite
MARIE FRANCINE,VALERIE LEMERCIER,RECTANGLE PRODUCTIONS,75016,2016-04-27,2016-04-27,48.85766199979209,2.2764669999175933,droite
c'est quoi ce papy,Gabriel Julien Laferrière,BONNE PIOCHE CINEMA,75019,2020-10-07,2020-10-08,48.88409466628523,2.378395747840964,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2020-12-22,2020-12-22,48.82793217601983,2.351378187273677,gauche
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75017,2016-05-08,2016-05-09,48.87831499985838,2.297834000588513,droite
BARBARA,MATHIEU AMALRIC,WAITING FOR CINEMA,75018,2016-11-23,2016-11-25,48.88671599969999,2.359482000472784,droite
JEUNE FEMME,LEONOR SERRAILLE,BLUE MONDAY PRODUCTIONS,75017,2016-02-11,2016-02-11,48.88772999966989,2.297569000472532,droite
UN VOYAGE EN HIVER,Claus DREXLER,MANEKI FILMS,75018,2019-03-26,2019-03-27,48.88516935607358,2.355234899092509,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2020-12-22,2020-12-22,48.828805798906224,2.350837433819488,gauche
Tout ce qu'il me reste de la revolution,Judith Davis,Apsara Films,75019,2017-08-29,2017-08-30,48.88787209793756,2.395010367425215,droite
JOHN WICK 4,Chad STAHELSKI,LM 2021,75010,2021-10-09,2021-10-10,48.86864229288381,2.366756337511429,droite
Trois Fois Rien,Nadege Loiseau,SRAB FILMS,75013,2019-12-02,2019-12-09,48.82231796967417,2.342733982703785,gauche
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75005,2020-12-22,2020-12-22,48.8394135880782,2.350222234757216,gauche
AURORE TABORT,BLANDINE LENOIR,KARE PRODUCTIONS,75020,2016-04-08,2016-04-08,48.867690999864806,2.400725000650651,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75001,2020-12-22,2020-12-22,48.86094046750016,2.347722271617703,droite
Envole Moi,Christophe Barratier,Chapter 2,75009,2020-02-26,2020-02-26,48.88289083874565,2.333028583244468,droite
JE VAIS MIEUX,JEAN PIERRE AMERIS,EUROPA CORP,75017,2016-12-22,2016-12-22,48.88271200022018,2.3123199995888597,droite
JULIA,Olivier TREINER,WY PRODUCTIONS,75011,2021-01-25,2021-01-25,48.85330223265878,2.383090421394671,droite
IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,75020,2016-01-29,2016-01-29,48.86601600009179,2.405730000651423,droite
Les Volets Verts,Jean Becker,ARPROD,75005,2021-09-30,2021-09-30,48.853323602408665,2.34591673610231,gauche
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75003,2021-02-09,2021-02-10,48.86392061962004,2.35200432694025,droite
LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,75009,2016-09-05,2016-09-06,48.87681299975531,2.333640000071645,droite
Les 3 Mousquetaires - D'Artagnan/Milady,Martin Bourboulon,CHAPTER 2 - Les 3 Mousquetaires D'artagnan-Milady,75007,2021-10-18,2021-10-30,48.85818974233775,2.312894263966204,gauche
TENOR,Claude Jr Zidi,Firstep Production,75008,2021-03-29,2021-04-01,48.87040622497257,2.300676276422879,droite
La Goutte d'Or,Clément Cogitore,Kazak Productions,75018,2021-06-24,2021-06-25,48.88416347388029,2.352624654533724,droite
ON THE FRENCH RIVIERA,ALAN SWYER,BELLE EPOQUE FILMS,75004,2016-08-29,2016-08-29,48.85371299989196,2.351366000031319,droite
voyez comme on danse,michel Blanc,les films du 24,75020,2017-10-04,2017-10-05,48.86767730544526,2.400437639907008,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75003,2021-02-12,2021-02-13,48.864071665847135,2.35281230895645,droite
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,LGM CINEMA,75019,2016-03-10,2016-03-10,48.89957300018288,2.391171000208149,droite
Trois Nuits Par Semaine,Florent GOUËLOU,Yukunkun Productions,75010,2021-03-30,2021-03-31,48.86822851709552,2.363832855410545,droite
Sul più bello,,BEHIND BLUE EYES,75006,2021-06-21,2021-06-21,48.85325895810396,2.342593841240657,gauche
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,75005,2016-03-18,2016-03-18,48.84024599984668,2.360048000624603,gauche
VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,75019,2017-10-11,2017-10-11,48.88882163738693,2.37889926852801,droite
STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,75013,2021-02-23,2021-02-23,48.83247013571886,2.34671248711902,gauche
MARVIN,ANNE FONTAINE,CINE @,75018,2016-07-30,2016-07-30,48.88439500035314,2.35588899947503,droite
LES CARNIVORES,JEREMIE RENIER,CHI FOU MI PRODUCTIONS,75013,2016-08-08,2016-08-08,48.830711999994,2.376811999462957,gauche
Sul più bello,,BEHIND BLUE EYES,75005,2021-06-21,2021-06-21,48.852458376612,2.345084513143957,gauche
VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,75001,2017-10-13,2017-10-13,48.8596172401479,2.344812017205892,droite
Une Femme de Notre Temps,Jean Paul Civeyrac,MOBY DICK FILMS,75116,2021-02-17,2021-02-17,48.86380244579757,2.278741041395303,couronne
LE REDOUTABLE,MICHEL HAZANAVICIUS,LES COMPAGNONS DU CINEMA,75014,2016-08-08,2016-08-08,48.84089499973972,2.327346000391039,gauche
LES AMOURS D ANAIS,CHARLINE BOURGEOIS TACQUET,LES FILMS PELLEAS,75011,2020-09-16,2020-09-17,48.86554102676843,2.372290294283649,droite
BAD BUZZ,STEPHANE KAZANDJIAN,ECHO FILMS,75018,2016-07-20,2016-07-20,48.88284100001603,2.343164999526943,droite
MARIE FRANCINE,VALERIE LEMERCIER,RECTANGLE PRODUCTIONS,75018,2016-04-25,2016-04-26,48.886876999843246,2.35946000061307,droite
JOHN WICK 4,Chad STAHELSKI,LM 2021,75001,2021-10-23,2021-10-23,48.862690532330895,2.324979374411428,droite
LES EX,MAURICE BARTHELEMY,RADAR FILMS,75019,2016-09-29,2016-09-29,48.89003099960176,2.382100999533628,droite
Entre les Vagues,Anais Volpé,Unité,75014,2020-09-12,2020-09-12,48.82010920861079,2.338625317648249,gauche
2FILS (3ème partie),Félix MOATI,NORD OUEST FILMS,75015,2017-11-17,2017-11-17,48.85319988076677,2.297449762317942,gauche
SIMONE BENLOULOU,MYRIAM AZIZA,INCOGNITA,75010,2016-10-14,2016-10-14,48.88008199964749,2.358889000330571,droite
NUMERO UNE,TONIE MARSHALL,TABO TABO FILMS,75001,2016-11-21,2016-11-21,48.86565299993031,2.338944999836797,droite
COEXISTER,FABRICE EBOUE,EUROPA CORP,75019,2016-12-07,2016-12-07,48.87836500012655,2.399675000574412,droite
2FILS (3ème partie),Félix MOATI,NORD OUEST FILMS,75019,2017-11-15,2017-11-15,48.87920571697143,2.392829727334921,droite
CARBONE,OLIVIER MARCHAL,LES FILMS MANUEL MUNZ,75013,2016-11-02,2016-11-02,48.83973100004039,2.370814000029461,gauche
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,KAZAK PRODUCTIONS,75017,2016-09-07,2016-09-07,48.89926599985278,2.32865999982528,droite
LES AMOURS D ANAIS,CHARLINE BOURGEOIS TACQUET,LES FILMS PELLEAS,75014,2020-09-18,2020-09-19,48.832279402349066,2.321199254035753,gauche
MADAME,AMANDA STHERS,LGM FILMS,75016,2016-07-26,2016-07-27,48.87016000012336,2.27676200020999,droite
FREED,JAMES FOLEY,PENINSULA FILM,75016,2016-07-19,2016-07-20,48.8706940002992,2.289559000547672,droite
COEXISTER,FABRICE EBOUE,EUROPA CORP,75018,2016-11-15,2016-11-15,48.88284100001603,2.343164999526943,droite
Le Dernier Mercenaire,David CHARHON,FORECAST PICTURES,75007,2020-10-18,2020-10-18,48.84892073084773,2.304555655964323,gauche
MARYLINE,GUILLAUME GALLIENNE,LGM FILMS,75002,2016-10-11,2016-10-11,48.86584599974931,2.346520000070053,droite
PETITE LEÇON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,75003,2020-07-16,2020-07-16,48.86014641348665,2.364447937401023,droite
MARIE FRANCINE,VALERIE LEMERCIER,RECTANGLE PRODUCTIONS,75008,2016-04-14,2016-04-15,48.88285499982782,2.326380000177867,droite
Envole Moi,Christophe Barratier,Chapter 2,75016,2020-03-12,2020-03-13,48.84392324108089,2.251839991350025,droite
UNCORKED,PRENTICE PENNY,FULLDAWA PRODUCTION,75007,2019-01-14,2019-01-14,48.85178158095541,2.325125461319885,gauche
AT ETERNITY'S GATE,JULIAN SCHNABEL,ICONOCLAST FILMS,75018,2017-10-25,2017-10-25,48.88902171683421,2.339991081055718,droite
WAR MACHINE,DAVID MICHOD,FIRSTEP,75009,2016-01-31,2016-01-31,48.87146500013927,2.330266000584804,droite
LES FILLES DE REIMS,JULIEN HALLARD,LES FILMS VELVET,75020,2016-08-29,2016-08-31,48.8591979997469,2.41164399956211,droite
Le Suicide d'Emma Peeters,Nicole Palo,TAKE FIVE sprl,75020,2017-11-10,2017-11-10,48.87400461979055,2.385879413673912,droite
LE RIRE DE MA MERE,COLOMBE SAVIGNAC,LOMA NASHA PRODUCTION,75006,2016-07-06,2016-07-06,48.8476809995788,2.340825999803877,gauche
Un Monde Réel (ex - Une fille en or),Antoinette Boulat,MACASSAR PRODUCTIONS,75010,2020-08-03,2020-08-03,48.87320073900816,2.363314212938736,droite
A La Belle Etoile,Sébastien TULARD,De l'Autre Côté du Périph' - A La Belle Etoile,75008,2021-11-29,2021-11-29,48.872114707519984,2.308815693301976,droite
LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,75008,2016-08-24,2016-08-24,48.87757800022306,2.3126879998926717,droite
Trois Fois Rien,Nadege Loiseau,SRAB FILMS,75020,2019-12-10,2019-12-11,48.86760002697613,2.383209840687504,droite
AURORE TABORT,BLANDINE LENOIR,KARE PRODUCTIONS,75004,2016-04-15,2016-04-15,48.85474599996589,2.354410000628593,droite
Le Dernier Mercenaire,David CHARHON,FORECAST PICTURES,75116,2020-08-09,2020-08-09,48.87307739196344,2.284645546016351,couronne
UN VOYAGE EN HIVER,Claus DREXLER,MANEKI FILMS,75019,2019-03-28,2019-03-29,48.89520079297742,2.3939542746411773,droite
EN CORPS,CEDRIC KLAPISCH,CE QUI ME MEUT,75001,2020-12-21,2020-12-21,48.85657817302001,2.34318145906394,droite
2FILS (4ème partie),Félix MOATI,NORD OUEST FILMS,75006,2017-11-28,2017-11-28,48.85077357411048,2.341185078440279,gauche
IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,75019,2016-02-02,2016-02-02,48.88987899990281,2.384949000574454,droite
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,75013,2016-04-16,2016-04-16,48.83124100018036,2.347140999964076,gauche
La Goutte d'Or,Clément Cogitore,Kazak Productions,75018,2021-06-28,2021-06-28,48.88493397669926,2.352510495667731,droite
"La nuit, je mens...",Stéphane Batut,ZADIG FILMS,75019,2018-09-11,2018-09-12,48.89352530478365,2.384822098635364,droite
A Casa Tutti Bene,Gabriele Muccino,LA PUPILLE,75007,2017-11-15,2017-11-15,48.85396826594814,2.30360058304857,gauche
Rosa,Aurélie Saada,SILEX,75018,2020-12-11,2020-12-16,48.88479894452633,2.338886368557755,droite
UNE COMÉDIE ROMANTIQUE,Thibault Segouin,LATIKA,75018,2021-06-23,2021-06-23,48.8858002154085,2.336117310014332,droite
LES CARNIVORES,JEREMIE RENIER,CHI FOU MI PRODUCTIONS,75005,2016-08-12,2016-08-12,48.84998300021413,2.343210999608992,gauche
LES FANTOMES D'ISMAEL,ARNAUD DESPLESCHIN,WHY NOT PRODUCTIONS,75005,2016-10-05,2016-10-05,48.84249899973052,2.347328999415923,gauche
NOTRE DAME BRULE,Jean-Jacques ANNAUD,PATHE PRODEXE,75005,2021-04-19,2021-04-19,48.850407363743,2.350092754219326,gauche
VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,75006,2017-10-03,2017-10-03,48.85115655494361,2.34065586189984,gauche
BEFIKRE,ADITYA CHOPRA,FIRSTEP,75018,2016-02-25,2016-02-25,48.885783999991325,2.338096999621252,droite
RASCALS,Jimmy LAPORAL-TRESOR,AGAT FILMS et COMPAGNIE,75005,2021-07-02,2021-07-03,48.849509713540506,2.342790456272208,gauche
JUST DIVORCED,MAXIME GOVARE,LES IMPRODUCTIBLES,75018,2016-10-06,2016-10-06,48.88754500008487,2.327651999610584,droite
SUN,Jonathan,Rouge International,75010,2017-10-17,2017-10-17,48.87264982458437,2.354775672392489,droite
Vous n'aurez pas ma haine,Kilian Riedhof,HAUT ET COURT,75020,2020-12-09,2020-12-09,48.87224361670935,2.377908461710746,droite
L ile Flottante,Daniel COHEN,CINEFRANCE STUDIOS,75116,2019-03-11,2019-03-12,48.86408216795273,2.29322240590459,couronne
LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,75014,2016-10-21,2016-10-22,48.83364199984093,2.327173999804439,gauche
UNE SAISON EN FRANCE,MAHAMAT-SALEH HAROUN,PILI FILMS,75019,2016-11-15,2016-11-15,48.87797100005104,2.39084500054919,droite
L'AMANT D'UN JOUR,PHILIPPE GARREL,SBS FILMS,75019,2016-07-17,2016-07-17,48.87744600011082,2.401305000641556,droite
UNE BELLE COURSE,CHRISTIAN CARION,UNE HIRONDELLE PRODUCTIONS,75008,2021-06-30,2021-07-01,48.87325949696013,2.297810491301306,droite
Par-dessus l'épaule de Jonas,Jérôme Bonnell,DIAPHANA FILMS,75012,2019-08-12,2019-08-16,48.83554492055288,2.397927426109926,droite
AU BOUT DES DOIGTS,LUDOVIC BERNARD,RECIFILMS,75004,2017-10-20,2017-10-21,48.85582175149272,2.354165115914434,droite
JULIA,Olivier TREINER,WY PRODUCTIONS,75002,2021-02-04,2021-02-06,48.86888437576709,2.342139328574148,droite
PRODUCTION 46,,IEFS PARIS,75007,2019-06-15,2019-06-15,48.85990948311326,2.29195445003126,gauche
Une jeune fille qui va bien,Sandrine Kiberlain,CURIOSA FILMS,75001,2020-08-21,2020-08-21,48.86413408042733,2.336667119710931,droite
JUST DIVORCED,MAXIME GOVARE,LES IMPRODUCTIBLES,75019,2016-09-29,2016-09-29,48.8791859998608,2.387536999394646,droite
